Date,Price,Open,High,Low,Vol.,Change%,PriceBIST
05/30/2018,68.70,70.13,70.13,68.50,978.59K,-2.44%,105113.38
05/31/2018,68.11,68.75,69.14,67.18,1.64M,-0.86%,103869.02
06/01/2018,67.27,68.01,68.11,66.14,1.14M,-1.23%,100652.27
06/04/2018,66.39,67.08,67.37,66.09,845.20K,-1.31%,99171.21
06/05/2018,65.75,66.39,66.49,65.31,762.54K,-0.96%,99249.80
06/06/2018,65.05,66.00,66.00,62.55,1.26M,-1.06%,97823.15
06/07/2018,67.85,64.95,68.25,63.65,1.40M,4.30%,96657.71
06/08/2018,66.60,67.55,68.05,65.15,1.05M,-1.84%,98623.65
06/11/2018,66.90,65.45,67.35,64.10,1.49M,0.45%,95875.71
06/12/2018,66.10,66.65,66.65,63.85,992.11K,-1.20%,96661.36
06/13/2018,65.00,65.75,66.25,64.75,1.07M,-1.66%,95306.98
06/14/2018,68.90,64.70,71.00,64.60,842.69K,6.00%,93504.76
06/18/2018,65.30,67.55,67.55,65.25,1.71M,-5.22%,94540.84
06/19/2018,64.95,65.15,65.70,64.65,945.74K,-0.54%,93043.28
06/20/2018,63.70,64.70,65.15,63.50,1.21M,-1.92%,94436.87
06/21/2018,65.25,65.60,65.60,64.05,978.88K,2.43%,94551.86
06/22/2018,68.25,66.55,68.25,65.25,1.23M,4.60%,95057.23
06/25/2018,66.75,68.25,68.30,66.00,970.68K,-2.20%,95852.11
06/26/2018,66.10,67.50,67.50,65.70,888.92K,-0.97%,94008.29
06/27/2018,66.65,66.60,66.75,65.60,708.29K,0.83%,94408.19
06/28/2018,68.00,66.70,68.25,66.35,718.56K,2.03%,95954.80
06/29/2018,67.15,67.50,67.85,66.95,928.38K,-1.25%,96226.99
07/02/2018,66.50,67.00,67.35,66.15,773.79K,-0.97%,96520.07
07/03/2018,66.80,66.50,67.30,66.35,854.33K,0.45%,96773.49
07/04/2018,69.10,66.85,69.10,66.05,1.10M,3.44%,96588.20
07/05/2018,70.40,69.10,70.50,68.65,1.05M,1.88%,97230.07
07/06/2018,69.30,70.30,71.05,68.50,775.13K,-1.56%,99097.00
07/09/2018,68.30,69.60,69.70,67.90,964.84K,-1.44%,98733.89
07/10/2018,67.25,67.05,68.70,66.70,1.50M,-1.54%,99252.84
07/11/2018,67.00,66.90,68.75,66.50,1.79M,-0.37%,96274.69
07/12/2018,65.05,66.00,67.20,63.85,2.32M,-2.91%,91289.47
07/13/2018,66.00,65.20,66.90,65.05,885.28K,1.46%,89571.25
07/16/2018,66.30,66.15,66.75,65.60,741.60K,0.45%,89897.67
07/17/2018,67.10,66.40,67.65,66.00,757.27K,1.21%,89744.01
07/18/2018,69.55,67.00,69.55,66.15,1.69M,3.65%,91629.55
07/19/2018,72.40,69.80,72.75,69.80,1.63M,4.10%,92321.95
07/20/2018,73.00,72.75,73.35,70.70,898.98K,0.83%,93002.93
07/23/2018,72.15,73.00,73.50,71.20,1.11M,-1.16%,94082.34
07/24/2018,70.60,72.70,73.35,70.20,1.22M,-2.15%,95305.15
07/25/2018,70.75,71.05,71.15,70.10,1.18M,0.21%,92133.82
07/26/2018,70.00,70.70,71.15,69.20,944.08K,-1.06%,95368.59
07/27/2018,70.35,70.00,71.05,69.70,795.09K,0.50%,94817.26
07/30/2018,70.05,70.40,70.50,69.10,711.91K,-0.43%,95584.84
07/31/2018,70.80,69.90,71.10,69.45,1.05M,1.07%,96157.74
08/01/2018,69.95,70.80,70.80,69.60,748.80K,-1.20%,96952.23
08/02/2018,69.20,69.35,70.05,68.10,676.26K,-1.07%,97210.57
08/03/2018,69.00,69.00,70.20,68.45,756.48K,-0.29%,94543.27
08/06/2018,69.20,68.40,69.25,67.30,662.99K,0.29%,95610.48
08/07/2018,70.00,69.20,70.00,68.10,631.89K,1.16%,94173.97
08/08/2018,70.10,69.30,70.60,68.75,621.47K,0.14%,96161.04
08/09/2018,71.65,68.95,71.70,68.25,1.53M,2.21%,96973.85
08/10/2018,70.00,71.45,71.70,65.15,2.49M,-2.30%,97185.13
08/13/2018,68.20,69.40,70.05,67.15,3.45M,-2.57%,94939.63
08/14/2018,66.00,68.40,69.15,66.00,2.46M,-3.23%,92684.55
08/15/2018,65.80,66.95,67.00,63.25,2.85M,-0.30%,93418.65
08/16/2018,65.75,66.70,66.95,65.20,2.47M,-0.08%,90262.95
08/17/2018,64.85,65.65,65.85,63.90,1.59M,-1.37%,87143.21
08/20/2018,65.70,65.00,66.15,65.00,865.18K,1.31%,88734.76
08/27/2018,66.85,65.90,68.40,65.85,976.31K,1.75%,90185.99
08/28/2018,70.30,66.35,70.75,66.15,1.91M,5.16%,91284.04
08/29/2018,71.65,70.85,73.55,70.40,1.36M,1.92%,93866.94
08/31/2018,73.00,72.95,73.40,70.85,1.41M,1.88%,93280.71
09/03/2018,73.05,72.30,74.85,72.25,937.92K,0.07%,92723.40
09/04/2018,72.80,73.25,74.30,71.20,1.25M,-0.34%,93915.55
09/05/2018,71.40,72.00,73.05,71.40,939.84K,-1.92%,93189.27
09/06/2018,72.00,71.55,72.95,71.55,1.12M,0.84%,92790.99
09/07/2018,72.55,71.75,73.75,71.75,781.12K,0.76%,92763.31
09/10/2018,72.75,74.00,74.00,72.30,1.02M,0.28%,93274.15
09/11/2018,73.60,72.75,73.60,72.10,854.90K,1.17%,91698.34
09/12/2018,75.20,73.50,75.20,73.40,1.16M,2.17%,92389.11
09/13/2018,76.55,72.20,77.35,72.20,1.93M,1.80%,92227.37
09/14/2018,75.60,77.30,77.50,75.20,1.01M,-1.24%,94419.15
09/17/2018,77.50,75.50,77.55,75.20,720.59K,2.51%,94759.64
09/18/2018,77.90,77.60,78.00,77.10,702.02K,0.52%,94347.66
09/19/2018,76.70,78.10,78.15,75.85,1.04M,-1.54%,94886.87
09/20/2018,79.40,76.70,79.40,76.15,1.19M,3.52%,96603.75
09/21/2018,80.40,79.85,80.40,78.65,1.05M,1.26%,96121.10
09/24/2018,78.80,80.30,80.35,77.95,1.05M,-1.99%,97988.16
09/25/2018,79.25,78.80,80.00,77.90,1.17M,0.57%,99547.44
09/26/2018,79.90,79.45,79.95,78.50,563.97K,0.82%,99292.47
09/27/2018,82.25,79.70,82.25,79.40,1.01M,2.94%,99148.85
09/28/2018,81.35,82.00,82.10,80.30,1.41M,-1.09%,100298.73
10/01/2018,81.00,80.50,82.00,80.25,722.57K,-0.43%,99956.90
10/02/2018,80.75,80.30,80.90,79.35,781.51K,-0.31%,98537.15
10/03/2018,82.05,81.40,82.25,80.00,740.27K,1.61%,98160.73
10/04/2018,83.00,82.05,83.00,79.80,1.26M,1.16%,97187.87
10/05/2018,80.75,82.00,82.45,80.55,1.13M,-2.71%,94496.80
10/08/2018,80.10,79.95,80.45,79.15,800.06K,-0.80%,94883.47
10/09/2018,79.85,80.00,80.40,76.90,2.13M,-0.31%,96087.27
10/10/2018,77.85,79.90,80.00,77.25,1.56M,-2.50%,96731.76
10/11/2018,80.50,77.85,80.50,77.20,1.60M,3.40%,94440.69
10/12/2018,80.20,80.50,81.60,78.15,1.35M,-0.37%,94747.53
10/15/2018,79.50,80.20,80.35,78.60,993.16K,-0.87%,96657.42
10/16/2018,80.20,79.00,80.20,78.05,1.10M,0.88%,98631.27
10/17/2018,80.00,80.00,80.50,79.50,773.50K,-0.25%,98466.42
10/18/2018,78.80,79.60,80.35,78.75,1.01M,-1.50%,98991.01
10/19/2018,79.45,78.70,80.65,78.50,756.74K,0.82%,97453.96
10/22/2018,80.05,80.45,81.20,79.50,914.03K,0.76%,96454.57
10/23/2018,81.00,80.00,81.00,78.80,1.25M,1.19%,94681.70
10/24/2018,81.55,80.80,82.05,80.25,788.07K,0.68%,93468.99
10/25/2018,82.90,81.55,82.90,80.55,934.29K,1.66%,92692.17
10/26/2018,79.00,81.77,81.77,79.00,1.17M,-4.70%,93747.65
10/30/2018,79.05,78.20,79.84,76.82,1.57M,0.06%,90541.53
10/31/2018,78.60,79.19,79.34,77.17,1.83M,-0.57%,89999.90
11/01/2018,79.19,78.11,79.29,77.81,1.02M,0.75%,90200.71
11/02/2018,79.19,79.49,79.59,78.50,1.36M,0.00%,92387.41
11/05/2018,78.75,78.45,79.15,77.22,1.06M,-0.56%,94123.02
11/06/2018,78.70,78.80,79.34,77.81,1.29M,-0.06%,95947.73
11/07/2018,78.90,78.60,79.20,78.30,1.16M,0.25%,94727.67
11/08/2018,77.70,79.50,79.50,77.70,1.04M,-1.52%,95493.30
11/09/2018,77.00,77.55,78.35,76.85,952.73K,-0.90%,93506.22
11/12/2018,81.50,78.50,82.15,78.50,3.83M,5.84%,92839.21
11/13/2018,80.45,80.85,82.20,80.45,1.10M,-1.29%,91445.28
11/14/2018,80.00,80.00,81.25,79.35,1.45M,-0.56%,92708.56
11/15/2018,83.60,79.50,83.60,79.50,1.86M,4.50%,93287.16
11/16/2018,83.00,83.60,83.60,81.75,930.29K,-0.72%,93296.84
11/19/2018,83.05,82.20,83.15,82.10,1.17M,0.06%,93616.45
11/20/2018,82.00,82.35,83.00,81.20,733.82K,-1.26%,94570.90
11/21/2018,83.20,81.65,83.20,81.60,791.69K,1.46%,91686.35
11/22/2018,83.30,82.30,83.65,82.15,441.79K,0.12%,92707.95
11/23/2018,82.50,83.30,83.30,81.50,696.76K,-0.96%,92628.80
11/26/2018,82.95,82.90,82.95,81.60,792.77K,0.55%,93003.27
11/27/2018,83.10,82.30,83.50,81.95,2.23M,0.18%,93962.35
11/28/2018,82.95,83.10,83.85,82.95,795.42K,-0.18%,93516.96
11/29/2018,84.15,82.50,84.15,82.50,1.17M,1.45%,94070.97
11/30/2018,84.50,84.00,84.55,83.30,1.62M,0.42%,95125.57
12/03/2018,82.15,84.50,84.65,82.15,1.28M,-2.78%,95416.03
12/04/2018,83.35,81.70,83.45,81.70,1.33M,1.46%,94974.45
12/05/2018,83.90,82.80,84.50,82.80,836.23K,0.66%,93880.49
12/06/2018,84.50,83.90,84.65,83.45,871.89K,0.72%,93970.16
12/07/2018,83.85,85.00,85.00,83.85,828.05K,-0.77%,92827.29
12/10/2018,84.75,83.60,84.75,83.00,748.63K,1.07%,93699.49
12/11/2018,86.85,84.75,86.85,84.15,1.11M,2.48%,92227.32
12/12/2018,88.00,86.85,88.30,85.95,1.33M,1.32%,91800.86
12/13/2018,88.65,89.50,90.05,87.70,1.30M,0.74%,90051.10
12/14/2018,87.40,88.00,88.70,86.95,1.13M,-1.41%,91386.52
12/17/2018,86.70,88.00,88.00,86.45,494.72K,-0.80%,90528.64
12/18/2018,87.40,86.15,87.90,85.95,848.95K,0.81%,89961.91
12/19/2018,87.60,87.50,87.75,86.70,931.52K,0.23%,91074.11
12/20/2018,87.40,87.60,87.70,86.75,862.54K,-0.23%,92552.71
12/21/2018,87.70,86.70,87.70,86.40,1.08M,0.34%,91854.08
12/24/2018,87.40,87.70,89.00,86.15,386.57K,-0.34%,91860.75
12/25/2018,85.50,86.25,86.70,85.50,146.40K,-2.17%,91526.90
12/26/2018,84.75,85.50,86.15,84.75,98.27K,-0.88%,90829.57
12/27/2018,87.40,84.85,87.40,84.50,756.57K,3.13%,91002.17
12/28/2018,85.40,87.05,87.75,85.10,797.71K,-2.29%,90974.79
12/31/2018,87.00,86.50,87.05,85.05,539.99K,1.87%,90435.33
01/02/2019,84.55,86.60,86.60,83.40,794.63K,-2.82%,91270.48
01/03/2019,86.00,83.75,86.05,83.55,1.47M,1.71%,88865.01
01/04/2019,86.60,86.00,87.10,84.95,1.25M,0.70%,87399.02
01/07/2019,86.70,86.15,86.75,85.35,760.66K,0.12%,88830.82
01/08/2019,88.20,87.60,88.20,86.55,1.01M,1.73%,89951.09
01/09/2019,89.45,88.40,89.80,88.10,833.40K,1.42%,90696.97
01/10/2019,89.70,89.50,89.90,88.25,793.30K,0.28%,91156.88
01/11/2019,90.00,89.60,90.80,89.15,796.65K,0.33%,91196.31
01/14/2019,89.00,89.50,90.60,88.80,677.94K,-1.11%,91687.04
01/15/2019,88.35,89.50,90.20,88.25,725.73K,-0.73%,92053.84
01/16/2019,89.40,88.35,89.45,87.10,1.18M,1.19%,93173.27
01/17/2019,91.80,89.60,91.90,89.35,976.63K,2.68%,95411.49
01/18/2019,93.40,91.85,93.40,89.90,1.19M,1.74%,96817.36
01/21/2019,91.40,93.40,93.80,91.05,644.08K,-2.14%,98454.88
01/22/2019,91.50,91.55,93.00,90.00,1.13M,0.11%,97955.16
01/23/2019,92.50,90.60,92.50,90.60,875.81K,1.09%,99677.11
01/24/2019,93.15,92.50,93.35,91.80,1.04M,0.70%,100141.04
01/25/2019,92.85,92.45,93.60,91.90,656.76K,-0.32%,101774.29
01/28/2019,93.00,92.20,93.50,91.90,551.23K,0.16%,101801.42
01/29/2019,93.35,92.65,93.45,90.95,1.44M,0.38%,101289.75
01/30/2019,90.45,93.35,93.80,90.45,1.64M,-3.11%,104098.37
01/31/2019,90.25,91.00,91.20,88.95,1.09M,-0.22%,104189.45
02/01/2019,90.80,90.15,91.85,89.55,1.07M,0.61%,104074.22
02/04/2019,90.30,90.70,91.10,89.30,510.21K,-0.55%,102937.14
02/05/2019,92.80,90.80,92.80,90.35,600.21K,2.77%,102255.01
02/06/2019,93.25,92.70,93.80,92.15,669.70K,0.48%,102448.42
02/07/2019,92.65,93.25,93.65,90.70,642.71K,-0.64%,102584.26
02/08/2019,92.85,92.65,92.85,91.20,403.34K,0.22%,102784.03
02/11/2019,93.90,93.70,94.55,92.90,567.79K,1.13%,102451.74
02/12/2019,92.55,94.15,94.15,92.20,558.69K,-1.44%,104394.73
02/13/2019,94.30,93.00,94.30,91.70,859.51K,1.89%,103762.46
02/14/2019,92.10,94.85,94.85,91.25,809.40K,-2.33%,101645.82
02/15/2019,94.10,91.75,94.10,90.45,699.70K,2.17%,102129.99
02/18/2019,92.95,94.10,94.10,92.00,517.85K,-1.22%,102715.01
02/19/2019,91.40,93.00,93.00,90.65,380.25K,-1.67%,101728.51
02/20/2019,92.30,91.40,92.30,89.25,926.70K,0.98%,101742.14
02/21/2019,92.40,92.20,93.00,90.70,677.09K,0.11%,101971.29
02/22/2019,87.70,92.15,92.40,87.00,1.71M,-5.09%,102494.03
02/25/2019,88.75,88.10,89.35,87.60,1.22M,1.20%,103185.70
02/26/2019,86.95,88.00,88.55,86.50,1.05M,-2.03%,104330.06
02/27/2019,88.10,87.00,88.60,86.35,838.22K,1.32%,105082.31
02/28/2019,85.70,87.95,88.10,85.70,1.20M,-2.72%,104141.04
03/01/2019,87.10,85.70,87.50,85.30,1.06M,1.63%,104529.93
03/04/2019,86.10,87.60,88.20,85.80,944.51K,-1.15%,103266.58
03/05/2019,83.75,85.85,86.45,83.75,1.35M,-2.73%,104193.33
03/06/2019,84.50,83.75,85.10,81.55,1.32M,0.90%,103730.59
03/07/2019,86.95,90.00,90.00,86.85,1.92M,2.90%,103452.85
03/08/2019,89.00,86.90,89.00,83.75,1.35M,2.36%,102282.68
03/11/2019,84.35,88.50,89.35,84.35,1.83M,-5.22%,101538.28
03/12/2019,84.80,84.95,86.55,84.65,819.98K,0.53%,100850.42
03/13/2019,86.40,85.15,86.50,84.85,1.07M,1.89%,101721.05
03/14/2019,84.80,86.40,87.60,84.25,852.15K,-1.85%,102196.57
03/15/2019,85.35,85.50,86.15,84.95,1.41M,0.65%,102432.29
03/18/2019,85.20,85.50,86.00,85.00,669.43K,-0.18%,103304.05
03/19/2019,84.20,85.10,85.50,84.00,1.07M,-1.17%,104594.66
03/20/2019,81.45,84.15,84.20,81.30,1.81M,-3.27%,104861.64
03/21/2019,79.45,81.65,81.70,79.45,1.89M,-2.46%,103310.21
03/22/2019,80.80,79.45,81.00,77.80,2.20M,1.70%,103407.79
03/25/2019,81.50,80.80,83.50,80.80,1.49M,0.87%,99835.31
03/26/2019,80.50,81.50,82.40,80.15,1.73M,-1.23%,99325.92
03/27/2019,76.30,80.80,82.00,76.15,3.19M,-5.22%,97378.58
03/28/2019,76.05,76.65,79.80,76.05,3.43M,-0.33%,91855.14
03/29/2019,76.20,76.90,77.50,75.85,2.23M,0.20%,92120.33
04/01/2019,76.65,76.50,77.20,75.15,2.25M,0.59%,93784.18
04/02/2019,77.75,76.65,79.00,76.50,1.77M,1.44%,94101.28
04/03/2019,79.20,78.15,79.35,77.10,1.33M,1.86%,93533.12
04/04/2019,82.30,79.60,82.30,79.25,2.07M,3.91%,94441.10
04/05/2019,81.70,83.10,83.15,79.90,3.21M,-0.73%,98336.85
04/08/2019,79.05,81.30,81.30,78.95,1.24M,-3.24%,98783.36
04/09/2019,79.50,79.15,79.70,78.50,901.46K,0.57%,96978.32
04/10/2019,78.25,79.50,79.50,78.25,1.65M,-1.57%,98135.30
04/11/2019,79.00,78.80,79.60,78.05,730.00K,0.96%,97015.02
04/12/2019,79.00,79.00,79.55,78.95,630.21K,0.00%,96072.99
04/15/2019,78.45,79.00,79.75,78.35,821.84K,-0.70%,95976.82
04/16/2019,79.45,78.45,79.85,78.45,695.33K,1.27%,95191.67
04/17/2019,80.65,79.50,81.10,79.05,843.36K,1.51%,96809.00
04/18/2019,80.25,80.00,80.75,79.65,699.14K,-0.50%,98203.20
04/19/2019,80.55,80.20,81.10,79.85,162.83K,0.37%,96886.48
04/22/2019,81.30,80.90,81.90,80.40,252.74K,0.93%,96861.42
04/24/2019,79.80,81.20,82.90,79.80,1.96M,-1.85%,95952.77
04/25/2019,79.80,79.70,80.75,78.80,1.41M,0.00%,96142.18
04/26/2019,81.50,79.20,81.80,79.20,1.03M,2.13%,94498.54
04/29/2019,81.95,81.60,82.60,81.15,1.00M,0.55%,94783.14
04/30/2019,83.05,81.85,83.85,81.85,1.31M,1.34%,94535.10
05/02/2019,80.80,82.95,83.05,80.05,1.22M,-2.71%,95415.57
05/03/2019,79.05,80.50,80.55,78.95,831.76K,-2.17%,94179.37
05/06/2019,78.80,79.05,79.50,77.70,880.61K,-0.32%,93946.08
05/07/2019,78.40,77.70,78.85,77.15,1.31M,-0.51%,92982.27
05/08/2019,78.35,78.55,79.85,78.30,1.03M,-0.06%,91482.45
05/09/2019,78.50,78.50,79.55,77.95,917.60K,0.19%,90272.19
05/10/2019,78.00,78.65,78.95,77.25,1.26M,-0.64%,88685.88
05/13/2019,73.25,76.75,76.75,72.40,2.29M,-6.09%,88533.40
05/14/2019,74.50,73.25,74.65,72.15,1.67M,1.71%,86282.54
05/15/2019,74.00,74.50,74.85,71.90,1.07M,-0.67%,88022.94
05/16/2019,72.50,74.20,74.20,72.50,1.07M,-2.03%,87380.43
05/17/2019,71.35,72.20,72.40,71.35,1.14M,-1.59%,87203.85
05/20/2019,73.70,71.35,73.80,71.35,618.79K,3.29%,86796.06 
05/21/2019,72.05 ,74.20,74.25,71.20,1.06M,-2.24%,86771.47
05/22/2019,72.40,72.15,73.85,71.05,877.64K,0.49%,85309.58
05/23/2019,74.40,72.50,74.85,72.45,688.25K,2.76%,83675.33 
05/24/2019,73.50,74.80,74.90,73.20,1.40M,-1.74%,84596.16
